source,file,path,year,month,date
Landsat,landsat_monthly_2010_12.tif,GEE_exports_monthly_composites/landsat_monthly_2010_12.tif,2010,12,2010-12-01
Landsat,landsat_monthly_2011_01.tif,GEE_exports_monthly_composites/landsat_monthly_2011_01.tif,2011,1,2011-01-01
Landsat,landsat_monthly_2011_02.tif,GEE_exports_monthly_composites/landsat_monthly_2011_02.tif,2011,2,2011-02-01
Landsat,landsat_monthly_2011_03.tif,GEE_exports_monthly_composites/landsat_monthly_2011_03.tif,2011,3,2011-03-01
Landsat,landsat_monthly_2011_04.tif,GEE_exports_monthly_composites/landsat_monthly_2011_04.tif,2011,4,2011-04-01
Landsat,landsat_monthly_2011_05.tif,GEE_exports_monthly_composites/landsat_monthly_2011_05.tif,2011,5,2011-05-01
Landsat,landsat_monthly_2011_06.tif,GEE_exports_monthly_composites/landsat_monthly_2011_06.tif,2011,6,2011-06-01
Landsat,landsat_monthly_2011_07.tif,GEE_exports_monthly_composites/landsat_monthly_2011_07.tif,2011,7,2011-07-01
Landsat,landsat_monthly_2011_08.tif,GEE_exports_monthly_composites/landsat_monthly_2011_08.tif,2011,8,2011-08-01
Landsat,landsat_monthly_2011_09.tif,GEE_exports_monthly_composites/landsat_monthly_2011_09.tif,2011,9,2011-09-01
Landsat,landsat_monthly_2011_10.tif,GEE_exports_monthly_composites/landsat_monthly_2011_10.tif,2011,10,2011-10-01
Landsat,landsat_monthly_2011_12.tif,GEE_exports_monthly_composites/landsat_monthly_2011_12.tif,2011,12,2011-12-01
Landsat,landsat_monthly_2012_01.tif,GEE_exports_monthly_composites/landsat_monthly_2012_01.tif,2012,1,2012-01-01
Landsat,landsat_monthly_2012_02.tif,GEE_exports_monthly_composites/landsat_monthly_2012_02.tif,2012,2,2012-02-01
Landsat,landsat_monthly_2012_03.tif,GEE_exports_monthly_composites/landsat_monthly_2012_03.tif,2012,3,2012-03-01
Landsat,landsat_monthly_2012_04.tif,GEE_exports_monthly_composites/landsat_monthly_2012_04.tif,2012,4,2012-04-01
Landsat,landsat_monthly_2012_05.tif,GEE_exports_monthly_composites/landsat_monthly_2012_05.tif,2012,5,2012-05-01
Landsat,landsat_monthly_2012_06.tif,GEE_exports_monthly_composites/landsat_monthly_2012_06.tif,2012,6,2012-06-01
Landsat,landsat_monthly_2012_07.tif,GEE_exports_monthly_composites/landsat_monthly_2012_07.tif,2012,7,2012-07-01
Landsat,landsat_monthly_2012_08.tif,GEE_exports_monthly_composites/landsat_monthly_2012_08.tif,2012,8,2012-08-01
Landsat,landsat_monthly_2012_09.tif,GEE_exports_monthly_composites/landsat_monthly_2012_09.tif,2012,9,2012-09-01
Landsat,landsat_monthly_2012_10.tif,GEE_exports_monthly_composites/landsat_monthly_2012_10.tif,2012,10,2012-10-01
Landsat,landsat_monthly_2012_11.tif,GEE_exports_monthly_composites/landsat_monthly_2012_11.tif,2012,11,2012-11-01
Landsat,landsat_monthly_2012_12.tif,GEE_exports_monthly_composites/landsat_monthly_2012_12.tif,2012,12,2012-12-01
Landsat,landsat_monthly_2013_01.tif,GEE_exports_monthly_composites/landsat_monthly_2013_01.tif,2013,1,2013-01-01
Landsat,landsat_monthly_2013_02.tif,GEE_exports_monthly_composites/landsat_monthly_2013_02.tif,2013,2,2013-02-01
Landsat,landsat_monthly_2013_03.tif,GEE_exports_monthly_composites/landsat_monthly_2013_03.tif,2013,3,2013-03-01
Landsat,landsat_monthly_2013_04.tif,GEE_exports_monthly_composites/landsat_monthly_2013_04.tif,2013,4,2013-04-01
Landsat,landsat_monthly_2013_05.tif,GEE_exports_monthly_composites/landsat_monthly_2013_05.tif,2013,5,2013-05-01
Landsat,landsat_monthly_2013_06.tif,GEE_exports_monthly_composites/landsat_monthly_2013_06.tif,2013,6,2013-06-01
Landsat,landsat_monthly_2013_07.tif,GEE_exports_monthly_composites/landsat_monthly_2013_07.tif,2013,7,2013-07-01
Landsat,landsat_monthly_2013_08.tif,GEE_exports_monthly_composites/landsat_monthly_2013_08.tif,2013,8,2013-08-01
Landsat,landsat_monthly_2013_09.tif,GEE_exports_monthly_composites/landsat_monthly_2013_09.tif,2013,9,2013-09-01
Landsat,landsat_monthly_2013_10.tif,GEE_exports_monthly_composites/landsat_monthly_2013_10.tif,2013,10,2013-10-01
Landsat,landsat_monthly_2013_11.tif,GEE_exports_monthly_composites/landsat_monthly_2013_11.tif,2013,11,2013-11-01
Landsat,landsat_monthly_2013_12.tif,GEE_exports_monthly_composites/landsat_monthly_2013_12.tif,2013,12,2013-12-01
Landsat,landsat_monthly_2014_01.tif,GEE_exports_monthly_composites/landsat_monthly_2014_01.tif,2014,1,2014-01-01
Landsat,landsat_monthly_2014_02.tif,GEE_exports_monthly_composites/landsat_monthly_2014_02.tif,2014,2,2014-02-01
Landsat,landsat_monthly_2014_03.tif,GEE_exports_monthly_composites/landsat_monthly_2014_03.tif,2014,3,2014-03-01
Landsat,landsat_monthly_2014_04.tif,GEE_exports_monthly_composites/landsat_monthly_2014_04.tif,2014,4,2014-04-01
Landsat,landsat_monthly_2014_05.tif,GEE_exports_monthly_composites/landsat_monthly_2014_05.tif,2014,5,2014-05-01
Landsat,landsat_monthly_2014_06.tif,GEE_exports_monthly_composites/landsat_monthly_2014_06.tif,2014,6,2014-06-01
Landsat,landsat_monthly_2014_07.tif,GEE_exports_monthly_composites/landsat_monthly_2014_07.tif,2014,7,2014-07-01
Landsat,landsat_monthly_2014_08.tif,GEE_exports_monthly_composites/landsat_monthly_2014_08.tif,2014,8,2014-08-01
Landsat,landsat_monthly_2014_09.tif,GEE_exports_monthly_composites/landsat_monthly_2014_09.tif,2014,9,2014-09-01
Landsat,landsat_monthly_2014_10.tif,GEE_exports_monthly_composites/landsat_monthly_2014_10.tif,2014,10,2014-10-01
Landsat,landsat_monthly_2014_11.tif,GEE_exports_monthly_composites/landsat_monthly_2014_11.tif,2014,11,2014-11-01
Landsat,landsat_monthly_2014_12.tif,GEE_exports_monthly_composites/landsat_monthly_2014_12.tif,2014,12,2014-12-01
Landsat,landsat_monthly_2015_01.tif,GEE_exports_monthly_composites/landsat_monthly_2015_01.tif,2015,1,2015-01-01
Landsat,landsat_monthly_2015_02.tif,GEE_exports_monthly_composites/landsat_monthly_2015_02.tif,2015,2,2015-02-01
Landsat,landsat_monthly_2015_03.tif,GEE_exports_monthly_composites/landsat_monthly_2015_03.tif,2015,3,2015-03-01
Landsat,landsat_monthly_2015_04.tif,GEE_exports_monthly_composites/landsat_monthly_2015_04.tif,2015,4,2015-04-01
Landsat,landsat_monthly_2015_05.tif,GEE_exports_monthly_composites/landsat_monthly_2015_05.tif,2015,5,2015-05-01
Landsat,landsat_monthly_2015_06.tif,GEE_exports_monthly_composites/landsat_monthly_2015_06.tif,2015,6,2015-06-01
Landsat,landsat_monthly_2015_07.tif,GEE_exports_monthly_composites/landsat_monthly_2015_07.tif,2015,7,2015-07-01
Landsat,landsat_monthly_2015_08.tif,GEE_exports_monthly_composites/landsat_monthly_2015_08.tif,2015,8,2015-08-01
Landsat,landsat_monthly_2015_09.tif,GEE_exports_monthly_composites/landsat_monthly_2015_09.tif,2015,9,2015-09-01
Landsat,landsat_monthly_2015_10.tif,GEE_exports_monthly_composites/landsat_monthly_2015_10.tif,2015,10,2015-10-01
Landsat,landsat_monthly_2015_11.tif,GEE_exports_monthly_composites/landsat_monthly_2015_11.tif,2015,11,2015-11-01
Landsat,landsat_monthly_2015_12.tif,GEE_exports_monthly_composites/landsat_monthly_2015_12.tif,2015,12,2015-12-01
Landsat,landsat_monthly_2016_01.tif,GEE_exports_monthly_composites/landsat_monthly_2016_01.tif,2016,1,2016-01-01
Landsat,landsat_monthly_2016_02.tif,GEE_exports_monthly_composites/landsat_monthly_2016_02.tif,2016,2,2016-02-01
Landsat,landsat_monthly_2016_03.tif,GEE_exports_monthly_composites/landsat_monthly_2016_03.tif,2016,3,2016-03-01
Landsat,landsat_monthly_2016_04.tif,GEE_exports_monthly_composites/landsat_monthly_2016_04.tif,2016,4,2016-04-01
Landsat,landsat_monthly_2016_05.tif,GEE_exports_monthly_composites/landsat_monthly_2016_05.tif,2016,5,2016-05-01
Landsat,landsat_monthly_2016_06.tif,GEE_exports_monthly_composites/landsat_monthly_2016_06.tif,2016,6,2016-06-01
Landsat,landsat_monthly_2016_07.tif,GEE_exports_monthly_composites/landsat_monthly_2016_07.tif,2016,7,2016-07-01
Landsat,landsat_monthly_2016_08.tif,GEE_exports_monthly_composites/landsat_monthly_2016_08.tif,2016,8,2016-08-01
Landsat,landsat_monthly_2016_09.tif,GEE_exports_monthly_composites/landsat_monthly_2016_09.tif,2016,9,2016-09-01
Landsat,landsat_monthly_2016_10.tif,GEE_exports_monthly_composites/landsat_monthly_2016_10.tif,2016,10,2016-10-01
Landsat,landsat_monthly_2016_11.tif,GEE_exports_monthly_composites/landsat_monthly_2016_11.tif,2016,11,2016-11-01
Landsat,landsat_monthly_2016_12.tif,GEE_exports_monthly_composites/landsat_monthly_2016_12.tif,2016,12,2016-12-01
Landsat,landsat_monthly_2017_01.tif,GEE_exports_monthly_composites/landsat_monthly_2017_01.tif,2017,1,2017-01-01
Landsat,landsat_monthly_2017_02.tif,GEE_exports_monthly_composites/landsat_monthly_2017_02.tif,2017,2,2017-02-01
Landsat,landsat_monthly_2017_03.tif,GEE_exports_monthly_composites/landsat_monthly_2017_03.tif,2017,3,2017-03-01
Landsat,landsat_monthly_2017_04.tif,GEE_exports_monthly_composites/landsat_monthly_2017_04.tif,2017,4,2017-04-01
Landsat,landsat_monthly_2017_05.tif,GEE_exports_monthly_composites/landsat_monthly_2017_05.tif,2017,5,2017-05-01
Landsat,landsat_monthly_2017_06.tif,GEE_exports_monthly_composites/landsat_monthly_2017_06.tif,2017,6,2017-06-01
Landsat,landsat_monthly_2017_07.tif,GEE_exports_monthly_composites/landsat_monthly_2017_07.tif,2017,7,2017-07-01
Landsat,landsat_monthly_2017_08.tif,GEE_exports_monthly_composites/landsat_monthly_2017_08.tif,2017,8,2017-08-01
Landsat,landsat_monthly_2017_09.tif,GEE_exports_monthly_composites/landsat_monthly_2017_09.tif,2017,9,2017-09-01
Landsat,landsat_monthly_2017_10.tif,GEE_exports_monthly_composites/landsat_monthly_2017_10.tif,2017,10,2017-10-01
Landsat,landsat_monthly_2017_11.tif,GEE_exports_monthly_composites/landsat_monthly_2017_11.tif,2017,11,2017-11-01
Landsat,landsat_monthly_2017_12.tif,GEE_exports_monthly_composites/landsat_monthly_2017_12.tif,2017,12,2017-12-01
Landsat,landsat_monthly_2018_01.tif,GEE_exports_monthly_composites/landsat_monthly_2018_01.tif,2018,1,2018-01-01
Landsat,landsat_monthly_2018_02.tif,GEE_exports_monthly_composites/landsat_monthly_2018_02.tif,2018,2,2018-02-01
Landsat,landsat_monthly_2018_03.tif,GEE_exports_monthly_composites/landsat_monthly_2018_03.tif,2018,3,2018-03-01
Landsat,landsat_monthly_2018_04.tif,GEE_exports_monthly_composites/landsat_monthly_2018_04.tif,2018,4,2018-04-01
Landsat,landsat_monthly_2018_05.tif,GEE_exports_monthly_composites/landsat_monthly_2018_05.tif,2018,5,2018-05-01
Landsat,landsat_monthly_2018_06.tif,GEE_exports_monthly_composites/landsat_monthly_2018_06.tif,2018,6,2018-06-01
Landsat,landsat_monthly_2018_07.tif,GEE_exports_monthly_composites/landsat_monthly_2018_07.tif,2018,7,2018-07-01
Landsat,landsat_monthly_2018_08.tif,GEE_exports_monthly_composites/landsat_monthly_2018_08.tif,2018,8,2018-08-01
Landsat,landsat_monthly_2018_09.tif,GEE_exports_monthly_composites/landsat_monthly_2018_09.tif,2018,9,2018-09-01
Landsat,landsat_monthly_2018_10.tif,GEE_exports_monthly_composites/landsat_monthly_2018_10.tif,2018,10,2018-10-01
Landsat,landsat_monthly_2018_11.tif,GEE_exports_monthly_composites/landsat_monthly_2018_11.tif,2018,11,2018-11-01
Landsat,landsat_monthly_2018_12.tif,GEE_exports_monthly_composites/landsat_monthly_2018_12.tif,2018,12,2018-12-01
Landsat,landsat_monthly_2019_01.tif,GEE_exports_monthly_composites/landsat_monthly_2019_01.tif,2019,1,2019-01-01
Landsat,landsat_monthly_2019_02.tif,GEE_exports_monthly_composites/landsat_monthly_2019_02.tif,2019,2,2019-02-01
Landsat,landsat_monthly_2019_03.tif,GEE_exports_monthly_composites/landsat_monthly_2019_03.tif,2019,3,2019-03-01
Landsat,landsat_monthly_2019_04.tif,GEE_exports_monthly_composites/landsat_monthly_2019_04.tif,2019,4,2019-04-01
Landsat,landsat_monthly_2019_05.tif,GEE_exports_monthly_composites/landsat_monthly_2019_05.tif,2019,5,2019-05-01
Landsat,landsat_monthly_2019_06.tif,GEE_exports_monthly_composites/landsat_monthly_2019_06.tif,2019,6,2019-06-01
Landsat,landsat_monthly_2019_07.tif,GEE_exports_monthly_composites/landsat_monthly_2019_07.tif,2019,7,2019-07-01
Landsat,landsat_monthly_2019_08.tif,GEE_exports_monthly_composites/landsat_monthly_2019_08.tif,2019,8,2019-08-01
Landsat,landsat_monthly_2019_09.tif,GEE_exports_monthly_composites/landsat_monthly_2019_09.tif,2019,9,2019-09-01
Landsat,landsat_monthly_2019_10.tif,GEE_exports_monthly_composites/landsat_monthly_2019_10.tif,2019,10,2019-10-01
Landsat,landsat_monthly_2019_11.tif,GEE_exports_monthly_composites/landsat_monthly_2019_11.tif,2019,11,2019-11-01
Landsat,landsat_monthly_2019_12.tif,GEE_exports_monthly_composites/landsat_monthly_2019_12.tif,2019,12,2019-12-01
Landsat,landsat_monthly_2020_01.tif,GEE_exports_monthly_composites/landsat_monthly_2020_01.tif,2020,1,2020-01-01
Landsat,landsat_monthly_2020_02.tif,GEE_exports_monthly_composites/landsat_monthly_2020_02.tif,2020,2,2020-02-01
Landsat,landsat_monthly_2020_03.tif,GEE_exports_monthly_composites/landsat_monthly_2020_03.tif,2020,3,2020-03-01
Landsat,landsat_monthly_2020_04.tif,GEE_exports_monthly_composites/landsat_monthly_2020_04.tif,2020,4,2020-04-01
Landsat,landsat_monthly_2020_05.tif,GEE_exports_monthly_composites/landsat_monthly_2020_05.tif,2020,5,2020-05-01
Landsat,landsat_monthly_2020_06.tif,GEE_exports_monthly_composites/landsat_monthly_2020_06.tif,2020,6,2020-06-01
Landsat,landsat_monthly_2020_07.tif,GEE_exports_monthly_composites/landsat_monthly_2020_07.tif,2020,7,2020-07-01
Landsat,landsat_monthly_2020_08.tif,GEE_exports_monthly_composites/landsat_monthly_2020_08.tif,2020,8,2020-08-01
Landsat,landsat_monthly_2020_09.tif,GEE_exports_monthly_composites/landsat_monthly_2020_09.tif,2020,9,2020-09-01
Landsat,landsat_monthly_2020_10.tif,GEE_exports_monthly_composites/landsat_monthly_2020_10.tif,2020,10,2020-10-01
Landsat,landsat_monthly_2020_11.tif,GEE_exports_monthly_composites/landsat_monthly_2020_11.tif,2020,11,2020-11-01
Landsat,landsat_monthly_2020_12.tif,GEE_exports_monthly_composites/landsat_monthly_2020_12.tif,2020,12,2020-12-01
Landsat,landsat_monthly_2021_01.tif,GEE_exports_monthly_composites/landsat_monthly_2021_01.tif,2021,1,2021-01-01
Landsat,landsat_monthly_2021_02.tif,GEE_exports_monthly_composites/landsat_monthly_2021_02.tif,2021,2,2021-02-01
Landsat,landsat_monthly_2021_03.tif,GEE_exports_monthly_composites/landsat_monthly_2021_03.tif,2021,3,2021-03-01
Landsat,landsat_monthly_2021_04.tif,GEE_exports_monthly_composites/landsat_monthly_2021_04.tif,2021,4,2021-04-01
Landsat,landsat_monthly_2021_05.tif,GEE_exports_monthly_composites/landsat_monthly_2021_05.tif,2021,5,2021-05-01
Landsat,landsat_monthly_2021_06.tif,GEE_exports_monthly_composites/landsat_monthly_2021_06.tif,2021,6,2021-06-01
Landsat,landsat_monthly_2021_07.tif,GEE_exports_monthly_composites/landsat_monthly_2021_07.tif,2021,7,2021-07-01
Landsat,landsat_monthly_2021_08.tif,GEE_exports_monthly_composites/landsat_monthly_2021_08.tif,2021,8,2021-08-01
Landsat,landsat_monthly_2021_09.tif,GEE_exports_monthly_composites/landsat_monthly_2021_09.tif,2021,9,2021-09-01
Landsat,landsat_monthly_2021_10.tif,GEE_exports_monthly_composites/landsat_monthly_2021_10.tif,2021,10,2021-10-01
Landsat,landsat_monthly_2021_11.tif,GEE_exports_monthly_composites/landsat_monthly_2021_11.tif,2021,11,2021-11-01
Landsat,landsat_monthly_2021_12.tif,GEE_exports_monthly_composites/landsat_monthly_2021_12.tif,2021,12,2021-12-01
Landsat,landsat_monthly_2022_01.tif,GEE_exports_monthly_composites/landsat_monthly_2022_01.tif,2022,1,2022-01-01
Landsat,landsat_monthly_2022_02.tif,GEE_exports_monthly_composites/landsat_monthly_2022_02.tif,2022,2,2022-02-01
Landsat,landsat_monthly_2022_03.tif,GEE_exports_monthly_composites/landsat_monthly_2022_03.tif,2022,3,2022-03-01
Landsat,landsat_monthly_2022_04.tif,GEE_exports_monthly_composites/landsat_monthly_2022_04.tif,2022,4,2022-04-01
Landsat,landsat_monthly_2022_05.tif,GEE_exports_monthly_composites/landsat_monthly_2022_05.tif,2022,5,2022-05-01
Landsat,landsat_monthly_2022_06.tif,GEE_exports_monthly_composites/landsat_monthly_2022_06.tif,2022,6,2022-06-01
Landsat,landsat_monthly_2022_07.tif,GEE_exports_monthly_composites/landsat_monthly_2022_07.tif,2022,7,2022-07-01
Landsat,landsat_monthly_2022_08.tif,GEE_exports_monthly_composites/landsat_monthly_2022_08.tif,2022,8,2022-08-01
Landsat,landsat_monthly_2022_09.tif,GEE_exports_monthly_composites/landsat_monthly_2022_09.tif,2022,9,2022-09-01
Landsat,landsat_monthly_2022_10.tif,GEE_exports_monthly_composites/landsat_monthly_2022_10.tif,2022,10,2022-10-01
Landsat,landsat_monthly_2022_11.tif,GEE_exports_monthly_composites/landsat_monthly_2022_11.tif,2022,11,2022-11-01
Landsat,landsat_monthly_2022_12.tif,GEE_exports_monthly_composites/landsat_monthly_2022_12.tif,2022,12,2022-12-01
Landsat,landsat_monthly_2023_01.tif,GEE_exports_monthly_composites/landsat_monthly_2023_01.tif,2023,1,2023-01-01
Landsat,landsat_monthly_2023_02.tif,GEE_exports_monthly_composites/landsat_monthly_2023_02.tif,2023,2,2023-02-01
Landsat,landsat_monthly_2023_03.tif,GEE_exports_monthly_composites/landsat_monthly_2023_03.tif,2023,3,2023-03-01
Landsat,landsat_monthly_2023_04.tif,GEE_exports_monthly_composites/landsat_monthly_2023_04.tif,2023,4,2023-04-01
Landsat,landsat_monthly_2023_05.tif,GEE_exports_monthly_composites/landsat_monthly_2023_05.tif,2023,5,2023-05-01
Landsat,landsat_monthly_2023_06.tif,GEE_exports_monthly_composites/landsat_monthly_2023_06.tif,2023,6,2023-06-01
Landsat,landsat_monthly_2023_07.tif,GEE_exports_monthly_composites/landsat_monthly_2023_07.tif,2023,7,2023-07-01
Landsat,landsat_monthly_2023_08.tif,GEE_exports_monthly_composites/landsat_monthly_2023_08.tif,2023,8,2023-08-01
Landsat,landsat_monthly_2023_09.tif,GEE_exports_monthly_composites/landsat_monthly_2023_09.tif,2023,9,2023-09-01
Landsat,landsat_monthly_2023_10.tif,GEE_exports_monthly_composites/landsat_monthly_2023_10.tif,2023,10,2023-10-01
Landsat,landsat_monthly_2023_11.tif,GEE_exports_monthly_composites/landsat_monthly_2023_11.tif,2023,11,2023-11-01
Landsat,landsat_monthly_2023_12.tif,GEE_exports_monthly_composites/landsat_monthly_2023_12.tif,2023,12,2023-12-01
Landsat,landsat_monthly_2024_01.tif,GEE_exports_monthly_composites/landsat_monthly_2024_01.tif,2024,1,2024-01-01
Landsat,landsat_monthly_2024_02.tif,GEE_exports_monthly_composites/landsat_monthly_2024_02.tif,2024,2,2024-02-01
Landsat,landsat_monthly_2024_03.tif,GEE_exports_monthly_composites/landsat_monthly_2024_03.tif,2024,3,2024-03-01
Landsat,landsat_monthly_2024_04.tif,GEE_exports_monthly_composites/landsat_monthly_2024_04.tif,2024,4,2024-04-01
Landsat,landsat_monthly_2024_05.tif,GEE_exports_monthly_composites/landsat_monthly_2024_05.tif,2024,5,2024-05-01
Landsat,landsat_monthly_2024_06.tif,GEE_exports_monthly_composites/landsat_monthly_2024_06.tif,2024,6,2024-06-01
Landsat,landsat_monthly_2024_07.tif,GEE_exports_monthly_composites/landsat_monthly_2024_07.tif,2024,7,2024-07-01
Landsat,landsat_monthly_2024_08.tif,GEE_exports_monthly_composites/landsat_monthly_2024_08.tif,2024,8,2024-08-01
Landsat,landsat_monthly_2024_09.tif,GEE_exports_monthly_composites/landsat_monthly_2024_09.tif,2024,9,2024-09-01
Landsat,landsat_monthly_2024_10.tif,GEE_exports_monthly_composites/landsat_monthly_2024_10.tif,2024,10,2024-10-01
Landsat,landsat_monthly_2024_11.tif,GEE_exports_monthly_composites/landsat_monthly_2024_11.tif,2024,11,2024-11-01
Landsat,landsat_monthly_2024_12.tif,GEE_exports_monthly_composites/landsat_monthly_2024_12.tif,2024,12,2024-12-01
Landsat,landsat_monthly_2025_01.tif,GEE_exports_monthly_composites/landsat_monthly_2025_01.tif,2025,1,2025-01-01
Landsat,landsat_monthly_2025_02.tif,GEE_exports_monthly_composites/landsat_monthly_2025_02.tif,2025,2,2025-02-01
Landsat,landsat_monthly_2025_03.tif,GEE_exports_monthly_composites/landsat_monthly_2025_03.tif,2025,3,2025-03-01
Landsat,landsat_monthly_2025_04.tif,GEE_exports_monthly_composites/landsat_monthly_2025_04.tif,2025,4,2025-04-01
Landsat,landsat_monthly_2025_05.tif,GEE_exports_monthly_composites/landsat_monthly_2025_05.tif,2025,5,2025-05-01
Landsat,landsat_monthly_2025_06.tif,GEE_exports_monthly_composites/landsat_monthly_2025_06.tif,2025,6,2025-06-01
Landsat,landsat_monthly_2025_07.tif,GEE_exports_monthly_composites/landsat_monthly_2025_07.tif,2025,7,2025-07-01
Landsat,landsat_monthly_2025_08.tif,GEE_exports_monthly_composites/landsat_monthly_2025_08.tif,2025,8,2025-08-01
Landsat,landsat_monthly_2025_09.tif,GEE_exports_monthly_composites/landsat_monthly_2025_09.tif,2025,9,2025-09-01
Landsat,landsat_monthly_2025_10.tif,GEE_exports_monthly_composites/landsat_monthly_2025_10.tif,2025,10,2025-10-01
Landsat,landsat_monthly_2025_11.tif,GEE_exports_monthly_composites/landsat_monthly_2025_11.tif,2025,11,2025-11-01
Landsat,landsat_monthly_2025_12.tif,GEE_exports_monthly_composites/landsat_monthly_2025_12.tif,2025,12,2025-12-01
Landsat,landsat_monthly_2026_01.tif,GEE_exports_monthly_composites/landsat_monthly_2026_01.tif,2026,1,2026-01-01
Landsat,landsat_monthly_2026_02.tif,GEE_exports_monthly_composites/landsat_monthly_2026_02.tif,2026,2,2026-02-01
Landsat,landsat_monthly_2026_03.tif,GEE_exports_monthly_composites/landsat_monthly_2026_03.tif,2026,3,2026-03-01
Landsat,landsat_monthly_2026_04.tif,GEE_exports_monthly_composites/landsat_monthly_2026_04.tif,2026,4,2026-04-01
Landsat,landsat_monthly_2026_05.tif,GEE_exports_monthly_composites/landsat_monthly_2026_05.tif,2026,5,2026-05-01
